Column1,name,Random Forest,Logistic Regression,SVM,NN,Random Forest std,Logistic Regression std,SVM std,NN std,min std=rf,max,2 feat max
24,"GCC, spectral radius",89.18%,55.54%,89.16%,77.29%,0.004467329,0.025268944,0.008125961,0.06084509,0.8918125,0.8918125,0.8918125
13,"GCC, SCC",85.38%,55.42%,65.76%,67.42%,0.006321157,0.034476045,0.040917982,0.142290979,0.8538125,0.8538125,0.8538125
17,"GCC, den",82.13%,53.66%,81.39%,72.30%,0.009879943,0.018241436,0.00824929,0.120047452,0,0.8213125,0.8213125
14,"GCC, APL",81.79%,50.81%,61.58%,64.46%,0.009474678,0.030842911,0.026762555,0.136540988,0.8179375,0.8179375,0.8179375
23,"GCC, effective graph resistence",81.76%,55.98%,81.49%,79.74%,0.008332917,0.019937794,0.007743193,0.021553803,0,0.817625,0.817625
15,"GCC, r",78.19%,72.74%,79.63%,81.33%,0.005354612,0.013648632,0.018141049,0.00829533,0.781875,0.81325,0.781875
20,"GCC, closeness centralization",76.98%,62.03%,74.04%,74.59%,0.00819227,0.015161243,0.01014042,0.01280335,0.7698125,0.7698125,0.7698125
22,"GCC, eigenvector centralization",75.47%,56.89%,75.97%,71.29%,0.010757447,0.013340639,0.009173884,0.023048946,0,0.7596875,0.7546875
19,"GCC, degree centralization",75.01%,61.60%,73.54%,74.56%,0.012571048,0.018547237,0.011401926,0.011317333,0,0.750125,0.750125
18,"GCC, edge connectivity",73.53%,63.53%,76.83%,75.77%,0.012238675,0.015039661,0.005367728,0.016012812,0,0.76825,0.7353125
21,"GCC, betweeness centralization",71.34%,51.04%,62.38%,69.58%,0.012142384,0.025528859,0.020950089,0.018956776,0.713375,0.713375,0.713375
26,"SCC, r",70.13%,59.54%,70.15%,71.47%,0.011124298,0.01700425,0.011816302,0.013897645,0.70125,0.7146875,0.70125
35,"SCC, spectral radius",64.87%,35.76%,39.23%,60.99%,0.01281311,0.012030073,0.020894172,0.049132156,0,0.6486875,0.6486875
16,"GCC, diam",62.79%,49.95%,60.84%,65.63%,0.009462302,0.022506596,0.028227937,0.101451747,0.6279375,0.6563125,0.6279375
0,GCC,62.63%,50.44%,68.58%,64.40%,0.006714025,0.030646676,0.010584666,0.038529818,0.62625,0.6858125,0.62625
25,"SCC, APL",61.90%,26.31%,54.24%,49.14%,0.007284401,0.04699439,0.013313527,0.131570457,0.619,0.619,0.619
34,"SCC, effective graph resistence",61.89%,38.44%,46.27%,45.95%,0.013843574,0.012180286,0.006818232,0.074163986,0,0.6189375,0.6189375
28,"SCC, den",61.67%,28.86%,37.42%,54.55%,0.005316543,0.023853066,0.012193268,0.111512962,0.61675,0.61675,0.61675
52,"r, eigenvector centralization",61.61%,58.67%,66.09%,63.81%,0.010224244,0.021440415,0.011302655,0.016147392,0.6160625,0.660875,0.6160625
48,"r, edge connectivity",61.36%,63.77%,68.46%,68.88%,0.010683844,0.011713374,0.01251936,0.00485734,0,0.68875,0.6135625
31,"SCC, closeness centralization",61.31%,46.40%,56.65%,55.10%,0.009750801,0.012019515,0.009040707,0.023969707,0,0.613125,0.613125
30,"SCC, degree centralization",60.89%,45.60%,58.07%,56.69%,0.01282941,0.019489981,0.013756958,0.0358011,0.608875,0.608875,0.608875
50,"r, closeness centralization",60.84%,62.36%,66.51%,65.56%,0.009376042,0.014553377,0.006553863,0.012325184,0,0.665125,0.6084375
49,"r, degree centralization",60.38%,61.19%,66.02%,65.64%,0.010916766,0.016925849,0.005709094,0.0081875,0,0.66025,0.6038125
51,"r, betweeness centralization",59.96%,54.59%,61.92%,54.92%,0.009313129,0.014901237,0.008664989,0.036178863,0,0.6191875,0.599625
53,"r, effective graph resistence",59.14%,58.28%,63.31%,63.54%,0.011811673,0.026638788,0.009249155,0.015078441,0,0.635375,0.591375
45,"APL, spectral radius",57.41%,27.20%,29.78%,30.99%,0.012412821,0.012728536,0.005201037,0.061008965,0,0.574125,0.574125
36,"APL, r",56.76%,50.27%,53.39%,52.93%,0.01281311,0.010868712,0.013658216,0.008722278,0,0.5675625,0.5675625
69,"den, spectral radius",56.72%,32.30%,59.54%,50.38%,0.010555841,0.025905176,0.012708265,0.127155924,0.5671875,0.595375,0.5671875
33,"SCC, eigenvector centralization",56.32%,35.59%,59.24%,48.02%,0.008893686,0.022123941,0.007894816,0.087618246,0,0.592375,0.5631875
54,"r, spectral radius",55.21%,54.82%,59.34%,59.02%,0.008221542,0.013796654,0.005654437,0.010727629,0,0.5934375,0.552125
82,"closeness centralization, eigenvector centralization",55.01%,48.06%,54.29%,54.54%,0.006160611,0.014879726,0.011219403,0.016627937,0.550125,0.550125,0.550125
46,"r, diam",54.99%,52.32%,61.68%,53.86%,0.010313258,0.012085147,0.015043686,0.009378333,0,0.61675,0.5499375
90,"effective graph resistence, spectral radius",54.86%,36.08%,56.93%,56.41%,0.011527142,0.033305874,0.011559797,0.014247396,0.548625,0.5693125,0.548625
84,"closeness centralization, spectral radius",54.75%,46.62%,49.28%,48.01%,0.009453835,0.011707536,0.010440494,0.018234154,0.5475,0.5475,0.5475
27,"SCC, diam",54.63%,29.45%,58.64%,48.71%,0.008747544,0.041016193,0.016211613,0.123738383,0.5463125,0.5864375,0.5463125
80,"degree centralization, spectral radius",54.32%,46.98%,49.10%,48.82%,0.008430784,0.011663244,0.011399013,0.013940302,0.54325,0.54325,0.54325
78,"degree centralization, eigenvector centralization",53.75%,47.48%,54.45%,55.67%,0.008619564,0.018430719,0.014371739,0.012323916,0.5375,0.5566875,0.5375
32,"SCC, betweeness centralization",53.53%,24.32%,52.23%,44.28%,0.008226292,0.013605634,0.011645982,0.160880439,0.53525,0.53525,0.53525
29,"SCC, edge connectivity",53.41%,36.86%,46.97%,39.61%,0.010266755,0.011245833,0.012906666,0.078970945,0.534125,0.534125,0.534125
85,"betweeness centralization, eigenvector centralization",52.39%,28.86%,51.19%,44.97%,0.006495491,0.020523995,0.012298374,0.06492258,0.5239375,0.5239375,0.5239375
47,"r, den",52.01%,53.03%,54.53%,52.66%,0.0051875,0.019908384,0.010592598,0.011812996,0.5200625,0.54525,0.5200625
77,"degree centralization, betweeness centralization",50.95%,42.54%,46.40%,45.88%,0.013598024,0.016117367,0.010688048,0.008598919,0,0.5095,0.5095
56,"diam, edge connectivity",50.16%,38.60%,49.87%,39.91%,0.007327175,0.014610035,0.010512084,0.01090531,0.501625,0.501625,0.501625
65,"den, closeness centralization",50.01%,43.39%,46.25%,46.28%,0.007444849,0.015273036,0.012999399,0.011299371,0.5000625,0.5000625,0.5000625
81,"closeness centralization, betweeness centralization",49.97%,43.47%,45.44%,45.73%,0.013332438,0.008826673,0.013654355,0.013784616,0,0.4996875,0.4996875
68,"den, effective graph resistence",49.73%,30.39%,52.36%,52.22%,0.00830192,0.016842677,0.016078543,0.021980549,0.49725,0.5235625,0.49725
41,"APL, closeness centralization",49.72%,43.31%,45.42%,45.55%,0.008611402,0.008112731,0.010806537,0.009657413,0,0.49725,0.49725
83,"closeness centralization, effective graph resistence",49.56%,44.28%,48.42%,47.87%,0.010604576,0.009380207,0.010958195,0.011346806,0,0.4955625,0.4955625
76,"degree centralization, closeness centralization",49.19%,44.08%,45.09%,45.46%,0.009911523,0.018143956,0.010607338,0.009262028,0,0.4919375,0.4919375
79,"degree centralization, effective graph resistence",49.06%,44.11%,49.14%,48.11%,0.015080513,0.020962765,0.013401259,0.008077022,0,0.491375,0.490625
44,"APL, effective graph resistence",48.73%,30.43%,42.24%,40.59%,0.009710859,0.01686678,0.012000814,0.054733909,0.4873125,0.4873125,0.4873125
43,"APL, eigenvector centralization",46.96%,29.18%,50.56%,42.47%,0.004601715,0.016513371,0.01281311,0.069580355,0.4695625,0.5055625,0.4695625
88,"eigenvector centralization, effective graph resistence",46.72%,36.18%,49.14%,49.36%,0.010994317,0.019828956,0.01463568,0.013139278,0.46725,0.493625,0.46725
89,"eigenvector centralization, spectral radius",46.71%,38.64%,49.33%,51.34%,0.010588909,0.013842868,0.00926519,0.006674345,0,0.513375,0.467125
67,"den, eigenvector centralization",46.56%,31.82%,46.72%,45.96%,0.012257013,0.032270161,0.008543318,0.011093354,0,0.4671875,0.465625
1,SCC,46.49%,24.70%,54.20%,54.79%,0.00975801,0.018811981,0.009004339,0.006466259,0,0.547875,0.464875
71,"edge connectivity, closeness centralization",46.46%,48.32%,51.81%,51.09%,0.007390873,0.007753276,0.006900238,0.013962142,0,0.5180625,0.464625
70,"edge connectivity, degree centralization",45.79%,48.29%,51.39%,50.02%,0.00739008,0.013434447,0.012173229,0.009638181,0.4579375,0.513875,0.4579375
39,"APL, edge connectivity",45.48%,34.42%,39.68%,39.86%,0.015212171,0.010224244,0.013224179,0.01067287,0,0.4548125,0.4548125
3,r,45.38%,49.75%,53.40%,53.19%,0.007389816,0.017537905,0.013152352,0.011046776,0.45375,0.534,0.45375
60,"diam, eigenvector centralization",45.06%,33.00%,50.69%,47.10%,0.009232246,0.019789912,0.012285662,0.079465598,0.450625,0.506875,0.450625
63,"den, edge connectivity",44.22%,38.17%,42.49%,39.33%,0.013250147,0.010968884,0.010772687,0.036052317,0,0.4421875,0.4421875
64,"den, degree centralization",44.13%,43.58%,46.76%,43.42%,0.010888103,0.012750766,0.014359911,0.086587226,0.4413125,0.4675625,0.4413125
86,"betweeness centralization, effective graph resistence",44.01%,31.80%,42.89%,39.12%,0.010935893,0.01224043,0.00526486,0.067061918,0,0.440125,0.440125
40,"APL, degree centralization",43.56%,42.57%,45.86%,45.66%,0.012178522,0.0135625,0.013451446,0.009454662,0,0.4585625,0.4355625
57,"diam, degree centralization",42.87%,43.11%,46.23%,43.34%,0.010554916,0.012906061,0.010876437,0.057832733,0.42875,0.46225,0.42875
7,degree centralization,42.58%,43.00%,46.11%,45.42%,0.007801492,0.009287088,0.009143175,0.009568013,0.4258125,0.4610625,0.4258125
72,"edge connectivity, betweeness centralization",42.53%,35.28%,39.75%,37.35%,0.009130991,0.014266438,0.012664542,0.049703967,0.42525,0.42525,0.42525
73,"edge connectivity, eigenvector centralization",42.33%,38.60%,47.61%,48.63%,0.009357484,0.016843025,0.011082256,0.012451311,0.42325,0.4863125,0.42325
74,"edge connectivity, effective graph resistence",41.94%,40.91%,48.43%,46.41%,0.011132897,0.018435381,0.005386978,0.012652816,0,0.4843125,0.4194375
75,"edge connectivity, spectral radius",41.59%,44.25%,47.72%,42.04%,0.011538827,0.016844881,0.012982109,0.087491093,0.4159375,0.4771875,0.4159375
8,closeness centralization,41.24%,43.21%,46.00%,45.96%,0.007040341,0.013276065,0.015137392,0.009342443,0.4124375,0.46,0.4124375
42,"APL, betweeness centralization",41.19%,24.58%,38.42%,31.43%,0.010160624,0.017450936,0.009239859,0.070633185,0,0.4119375,0.4119375
58,"diam, closeness centralization",40.73%,44.09%,45.09%,45.39%,0.011029258,0.008339711,0.011629871,0.013769305,0,0.453875,0.4073125
87,"betweeness centralization, spectral radius",40.61%,31.15%,35.32%,36.61%,0.0082018,0.019683432,0.007902976,0.056314408,0,0.4060625,0.4060625
61,"diam, effective graph resistence",40.33%,32.49%,43.99%,43.01%,0.009552691,0.019624303,0.013334049,0.013496093,0.4033125,0.439875,0.4033125
38,"APL, den",39.78%,18.26%,21.99%,23.94%,0.007016999,0.016038162,0.013854151,0.01101845,0.3978125,0.3978125,0.3978125
6,edge connectivity,39.48%,35.63%,39.56%,40.21%,0.004560359,0.017659983,0.012048081,0.012126289,0.39475,0.402125,0.39475
62,"diam, spectral radius",39.42%,29.94%,35.98%,39.28%,0.006374081,0.014015756,0.008700979,0.042127272,0.3941875,0.3941875,0.3941875
66,"den, betweeness centralization",39.26%,28.09%,32.76%,35.69%,0.010263901,0.040679051,0.013254716,0.02200932,0.3925625,0.3925625,0.3925625
55,"diam, den",39.09%,22.08%,26.01%,27.69%,0.011065324,0.020512572,0.011094234,0.01108719,0.3909375,0.3909375,0.3909375
37,"APL, diam",38.87%,23.88%,23.91%,20.58%,0.008354686,0.005172418,0.005450416,0.053792716,0,0.3886875,0.3886875
59,"diam, betweeness centralization",38.83%,30.91%,41.90%,37.30%,0.008376166,0.066854699,0.011626344,0.071892281,0.3883125,0.419,0.3883125
10,eigenvector centralization,37.31%,28.78%,46.17%,46.03%,0.011483684,0.014722034,0.011517819,0.012575398,0.373125,0.4616875,0.373125
2,APL,37.31%,12.21%,29.88%,11.62%,0.009617692,0.029507944,0.009462095,0.00147902,0,0.373125,0.373125
11,effective graph resistence,37.23%,30.89%,43.48%,42.77%,0.009454042,0.028688521,0.011232799,0.015472253,0.3723125,0.4348125,0.3723125
5,den,33.26%,18.64%,26.43%,22.17%,0.008680303,0.02382357,0.007025623,0.013234809,0,0.3325625,0.3325625
9,betweeness centralization,31.65%,24.17%,37.83%,32.93%,0.010097958,0.015132359,0.011284842,0.029467673,0.3165,0.3783125,0.3165
12,spectral radius,27.96%,29.04%,35.48%,30.54%,0.009396642,0.015635496,0.009135268,0.06078407,0,0.35475,0.279625
4,diam,24.29%,23.88%,24.09%,24.41%,0.007142796,0.005984681,0.005001953,0.007867059,0,0.244125,0.2429375
101,"GCC, SCC, spectral radius",92.83%,56.57%,72.43%,88.08%,0.006862489,0.024504145,0.012104525,0.056767102,0.92825,0.92825,0
91,"GCC, SCC, APL",92.51%,54.31%,66.09%,62.39%,0.006431429,0.02649801,0.026918932,0.159768155,0.9250625,0.9250625,0
94,"GCC, SCC, den",92.48%,56.74%,72.44%,76.31%,0.005850013,0.03043365,0.015370426,0.130918764,0.9248125,0.9248125,0
111,"GCC, APL, spectral radius",92.03%,55.18%,70.59%,80.60%,0.007579011,0.016067363,0.015386175,0.047999186,0.9203125,0.9203125,0
100,"GCC, SCC, effective graph resistence",91.91%,57.42%,75.67%,73.54%,0.007701461,0.017746148,0.012987524,0.033873674,0.919125,0.919125,0
135,"GCC, den, spectral radius",91.73%,54.14%,91.24%,82.15%,0.00577711,0.019819104,0.006310953,0.049435248,0.91725,0.91725,0
156,"GCC, effective graph resistence, spectral radius",91.71%,55.69%,91.16%,77.78%,0.006257496,0.030768795,0.004166458,0.016831541,0,0.917125,0
141,"GCC, edge connectivity, spectral radius",90.94%,63.91%,82.34%,81.99%,0.007126096,0.014020632,0.008892588,0.01321827,0.909375,0.909375,0
134,"GCC, den, effective graph resistence",90.50%,56.41%,85.58%,75.48%,0.004069705,0.023807906,0.006919176,0.021139511,0.905,0.905,0
120,"GCC, r, spectral radius",90.36%,72.64%,79.86%,81.91%,0.005632287,0.014689628,0.009176226,0.011250694,0.9035625,0.9035625,0
155,"GCC, eigenvector centralization, spectral radius",90.29%,59.22%,76.33%,81.31%,0.0044375,0.020534365,0.010625184,0.04908256,0.9029375,0.9029375,0
110,"GCC, APL, effective graph resistence",89.98%,56.09%,74.64%,75.94%,0.006650012,0.023649789,0.008441203,0.015016787,0.8998125,0.8998125,0
146,"GCC, degree centralization, spectral radius",89.98%,61.88%,75.54%,75.88%,0.007170088,0.009495065,0.01074273,0.018128125,0.8998125,0.8998125,0
128,"GCC, diam, spectral radius",89.68%,54.80%,69.39%,84.07%,0.003370947,0.021652078,0.005803084,0.052285873,0.8968125,0.8968125,0
150,"GCC, closeness centralization, spectral radius",89.36%,62.43%,75.13%,71.64%,0.006907876,0.010649971,0.010547512,0.050606517,0.893625,0.893625,0
153,"GCC, betweeness centralization, spectral radius",88.63%,55.04%,67.87%,78.40%,0.007115125,0.016519874,0.02866625,0.047800203,0.88625,0.88625,0
92,"GCC, SCC, r",88.49%,71.48%,79.53%,81.33%,0.004565496,0.009491155,0.004620352,0.008038239,0.884875,0.884875,0
105,"GCC, APL, edge connectivity",87.42%,63.45%,75.33%,75.87%,0.007115399,0.015639493,0.005843332,0.006308786,0,0.8741875,0
109,"GCC, APL, eigenvector centralization",86.85%,57.68%,75.01%,69.40%,0.006691879,0.022443418,0.006333505,0.154990221,0,0.8685,0
102,"GCC, APL, r",86.79%,72.08%,78.66%,80.88%,0.00636795,0.013121428,0.015029268,0.004117417,0,0.8679375,0
133,"GCC, den, eigenvector centralization",86.76%,56.83%,76.40%,80.66%,0.007258885,0.022317051,0.011545427,0.035048237,0.8675625,0.8675625,0
113,"GCC, r, den",86.60%,71.79%,78.92%,79.89%,0.004585984,0.015769829,0.010650888,0.016879166,0.866,0.866,0
129,"GCC, den, edge connectivity",86.54%,62.73%,81.33%,81.46%,0.010232454,0.015116862,0.009474678,0.013506943,0,0.865375,0
95,"GCC, SCC, edge connectivity",86.19%,65.18%,75.43%,76.29%,0.0051875,0.010707219,0.005360445,0.01454304,0.8619375,0.8619375,0
97,"GCC, SCC, closeness centralization",86.12%,62.63%,72.11%,73.85%,0.007386908,0.019918682,0.009361657,0.014015059,0.8611875,0.8611875,0
107,"GCC, APL, closeness centralization",86.02%,62.24%,71.58%,72.17%,0.007836463,0.022094965,0.008991315,0.017361168,0.8601875,0.8601875,0
130,"GCC, den, degree centralization",85.99%,63.15%,76.02%,70.51%,0.008238629,0.01197393,0.008023647,0.16036639,0,0.859875,0
131,"GCC, den, closeness centralization",85.85%,61.51%,75.89%,68.57%,0.006411659,0.015883979,0.009645271,0.091557615,0.8585,0.8585,0
99,"GCC, SCC, eigenvector centralization",85.79%,61.96%,74.91%,73.61%,0.00831062,0.01582423,0.011636587,0.023634671,0.8579375,0.8579375,0
149,"GCC, closeness centralization, effective graph resistence",85.67%,62.79%,77.09%,74.75%,0.00692623,0.012109687,0.00719809,0.021020823,0.8566875,0.8566875,0
98,"GCC, SCC, betweeness centralization",85.61%,58.96%,65.24%,70.97%,0.004227884,0.049260191,0.009521563,0.023919216,0.856125,0.856125,0
106,"GCC, APL, degree centralization",85.47%,61.84%,72.44%,68.01%,0.010933928,0.018629194,0.010832532,0.176705849,0,0.8546875,0
96,"GCC, SCC, degree centralization",85.36%,61.88%,72.77%,73.64%,0.007765106,0.010179828,0.010307954,0.013447816,0.853625,0.853625,0
119,"GCC, r, effective graph resistence",85.29%,72.43%,79.64%,80.21%,0.007886153,0.016999081,0.00926519,0.013707463,0.8529375,0.8529375,0
93,"GCC, SCC, diam",85.21%,56.73%,64.30%,70.74%,0.007,0.055436619,0.014490838,0.028267417,0.852125,0.852125,0
145,"GCC, degree centralization, effective graph resistence",84.91%,62.44%,77.62%,75.50%,0.007230577,0.010070067,0.010970308,0.02384848,0.849125,0.849125,0
132,"GCC, den, betweeness centralization",84.41%,55.81%,67.85%,75.46%,0.009965566,0.023150324,0.019978895,0.044617471,0.844125,0.844125,0
108,"GCC, APL, betweeness centralization",84.39%,52.26%,62.67%,63.05%,0.004108395,0.011158657,0.024395904,0.129898037,0.8439375,0.8439375,0
154,"GCC, eigenvector centralization, effective graph resistence",84.01%,57.95%,77.42%,74.98%,0.011411343,0.011127107,0.006801022,0.024464659,0,0.840125,0
140,"GCC, edge connectivity, effective graph resistence",83.83%,63.29%,81.28%,80.54%,0.0056875,0.014348345,0.007149082,0.020415699,0.8383125,0.8383125,0
152,"GCC, betweeness centralization, effective graph resistence",82.94%,54.59%,73.33%,78.59%,0.009455694,0.021244852,0.012032021,0.017406446,0.8294375,0.8294375,0
